@relation 2014_fertig-weka.filters.unsupervised.attribute.NominalToString-Cfirst-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute Tweet string
@attribute Label {0,1}

@data
'Bei der ChartShow wird wegen eines tuerkischen Brauchs ein Wasserhahn verlost und das ist sicher die Islamisierung von der alle reden.',0
'[[Islam en Biélorussie]] (Q1074302) -- Aelfgar via IRC.',0
'Vergiss Gott nicht; sagt der Islam...: ',0
'Eine gute Analyse des Islam. ',0
' ISIS ist eine Gefahr fuer die ganze Welt gut erkannt Frau Merkel! Deswegen kein Islam mehr bei uns in Deutschland!',0
'Droht eine Islamisierung des Abendlandes? Mit welchen Tricks  gezielt Aengste geschuert werden -  ',0
'Statt vor dem Islam sollten sie das Abendland lieber vor den Mutanten schuetzen. Aktuell zeigt das Erste wieder eine Mutantenscheune.',0
'Schon diese Boeller um diese Uhrzeit. Muessen diese ganzen Asylanten und Auslaender sein. Pegida',0
'  Auf den Spuren des Islam: Fuer die  in Saudiarabien ',0
'  Islamophie u. Antisemitismus  5 Schweinekoepfe wurden auf d.Baustelle d. Islam. Gem.in Simmering von unk. aufgehaengt. ',0
'  Klare Worte der Bundeskanzlerin zu den Anti-Islam-Demos: Folgen Sie denen nicht! ',0
'   Ja ist klar. Aber was haben diese Christen mit dem Islam zu tuen?',0
'Ekel Alfred waere heutzutage sicher bei Pegida und wuerde Punsch gegen Islamisierung zubereiten',0
' Die moralischen Werte des Islam: Mitleid - Marrhamah ... Dies bedeutet Liebe Mitleid Mitgefuehl und Guete zu... ',0
'Auf den Spuren des Islam: Fuer die  in Saudiarabien ',0
'Beim Theologen!  macht jetzt in Eugenik: Neugeborene mit islamischem Glaubensbekenntnis WTF ',0
'  Merkel hat Pediga verurteilt. Doch die AfD nimmt die Anti-Islam-Bewegung gegen Kritik der Kanzlerin in Schutz. ',0
'Sheikh Muhammad al-Arifi - Die Geschichte vom Busfahrer und dem Imam  ',0
'    Vollgefressene Skeptiker fuer die Islamisierung des Abendessens.',0
'Verheerende Zahlen: Aus Asylanten werden Sozialhilfefaelle ',0
'  DeutscheMedien und das Feindbild Islam.Welchen Wandel das Islambild in den Medien erfahren? ',0
'Das war auch ne krasse Zeit ... greiz refugeeswelcome ',0
'Schlafplaetze werden weiterhin fuer Fluechtlingen gesucht guertelstrasse berlin refugeeswelcome',0
'  Im Vergleich zum Vorjahr kamen im Juli 84 Prozent mehr Asylbewerber nach NRW ',0
'Beim rassistischen Igel gehn die Rolladen runter guertelstrasse berlin ohlauer refugeeswelcome',0
'Abschiebung in Hannover verhindert! ',0
'30 Leute Reeperbahn Spaziergang mit Parolen squathh refugeeswelcome lampedusahh',0
'Jetzt mal alle schnell zum Fernsehgeraet laufen und den ndr anmachen AbschiebungH keinmenschistillegal refugeeswelcome',0
'  Kurzclip vom  zur verhinderten Abschiebung in Hannover ',0
'Im Stadtteil zwinkert man sich mit muede-verquollenen Augen zu. Alle haben wenig geschlafen aber das richtige gemacht! refugeeswelcome',0
'Im Vergleich zum Vorjahr kamen im Juli 84 Prozent mehr Asylbewerber nach NRW ',0
'Kurzclip vom  zur verhinderten Abschiebung in Hannover ',0
'Der  hat einen weiteren Bericht ueber die Aktion in Hannover veroeffentlicht. ',0
'Asylbewerber in Eisenhuettenstadt duerfen keinen Besuch empfangen solange Protestcamp steht - Stuermung befuerchtet. ',0
'Protest in Bischbrunn: Prozession hilft gegen Abschiebung ',0
'  Mit bestem Gefuehl ins Bett: 200 Leute verhindern Abschiebung in Hannover. refugeeswelcome /cc   ',0
'Leistungen fuer Asylbewerber sollen verbessert werden - Kabinettsbeschluss ',0
'Der  wird wohl berichten. Erst Radio dann um 19:30 Uhr im TV. refugeeswelcome Hannover Nordstadt167 ZivilerUngehorsam',0
'Mit bestem Gefuehl ins Bett: 200 Leute verhindern Abschiebung in Hannover. refugeeswelcome /cc    ohlauer oplatz',0
'Keine sichtbaren cops mehr in der Strasse dennoch bleibt wachsam und am besten noch vor Ort keinmenschistillegal refugeeswelcome nordstadt',0
'Anscheinend wurde die Abschiebung verhindert...wir bleiben dennoch  refugeeswelcome Hannover Nordstadt refugees keinmenschistillegal',0
'Jetzt sind sie fast alle weg. War es das oder nur Generalprobe? DankePolizei Hannover refugeeswelcome',0
'  Das  sagt das waers gewesen. Zitat von Behoerde/DankePolizei. Das glaubt erstmal niemand. Hannover refu…',0
'DankePolizei ist noch vor Ort. Wenn Sie gehen gehen wir auch. refugeeswelcome Hannover',0
'Das  sagt das waers gewesen. Zitat von Behoerde/DankePolizei. Das glaubt erstmal niemand. Hannover refugeeswelcome',0
'  Doe Leute gehen nicht weg sondern rein und blockieren die Treppe. refugeeswelcome Hannover',0
'  Solidaritaet wird Praxis: In Hannover sind gerade Leute auf der Strasse um Abschiebung zu verhindern! ohlauer oplat…',0
'  leute folgt bitte alle  oplatz !!! refugeeswelcome refugees berlin s21 cams21 polizeigewalt',0
'Solidaritaet wird Praxis: In Hannover sind gerade Leute auf der Strasse um Abschiebung zu verhindern! ohlauer oplatz refugeeswelcome',0
'Doe Leute gehen nicht weg sondern rein und blockieren die Treppe. refugeeswelcome Hannover',0
'Vorhin lief aus einem der Nachbarhaeuser MuelheimAsozial. Gute Stimmung. Hannover Nordstadt167 refugeeswelcome',0
'  Oesterreichs Sozialminister ist strikt gg eine Oeffnung des Arbeitsmarkts fuer Asylbewerber: ',0
'Muenchen: Stimmungsmache vor ueberfuelltem Fluechtlingsheim ',0
'  Ich habe in Voerde an einer sehr eigenartigen Diskussion um Unterkuenfte fuer Asylbewerber teilgenommen.  ',0
